app_name_name,app_name_rating,app_name_desc,app_name_img,app_name_content_rating,app_name_pri_cat,app_name_age_rating,app_name_price
Puzzle Play: Building Blocks,,"Creating vehicles, animals and buildings with blocks •• Children learn to distinguish shapes, colors and sizes •• Includes many different templates and shapes.
A creative and educational game for children from 2 to 5 years of age.
This app can help children in particular with:
▶ Improving their motor skills:
Our goal was to give children the most “real” gaming experience possible.
Playing with the building blocks should feel as “real” as possible for them.
We have developed the controls especially for small children's hands.
▶ Promoting and consolidating logical thinking:
Children learn to distinguish and match different shapes, colors, and sizes...
▶ Training patience, imagination, and concentration:
Which building blocks are needed to recreate the car?
All levels build on one another. Children can directly apply what they have learned and deepen their knowledge through repetition.
WHAT ELSE?
▶ The app can be downloaded free of charge. If you like what we do, then please support us by purchasing the full version. Thank you.
▶ No advertising.
▶ No text, no pop-ups, easy navigation specially for children.
▶ Suitable for children from 2 to 5 years of age.",https://play-lh.googleusercontent.com/hcek8FYmQzzYurorcxS-IOoyKZVAzso52abrVJ5adM1xKaRC8JXmoUnpYiR5_9Pi4eU=s180,Everyone,Parenting,Ages up to 5,
Toca Builders,Rated 4.1 stars out of five stars,"This creative building game for kids allows you to make a whole new world in one fun app!
If you can imagine it you can build it with the six Toca Builders!
Join your new Toca Builders friends on an island far away and create a whole new world with blocks. Jump, walk, roll and rotate the builders to use their unique skills, and they will help to build whatever you can imagine!
Toca Builders is a kids app that makes it fun to drop, spray, smash and lift blocks to construct new objects - may it be a house, lamp or maybe a banana?
Let's get started by putting down some blocks.
MEET THE BUILDERS!
Blox: Great at dropping and smashing blocks
Cooper: A fantastic painter
Vex: Amazing at putting blocks in stacks
Stretch: Specialized at placing blocks anywhere
Connie: Enjoys lifting and moving blocks
Jum-Jum: Loves to spray paint
The builders will guarantee that you’re having a good time when create your world! Toca Builders is a new way of creating and crafting things with blocks, that encourages both creativity and curiosity. With simple touch gestures and unique controls the builders come alive and help create a world only you can dream up!
To save your world, just tap the Back-button to go back to the main menu and everything you've made is saved. The snapshot feature makes it easy to take a photo of your construction to share with the world!
Key Toca Boca App Features
• 6 super builders
• Build whatever you want - drop, spray, lift and smash!
• Color each individual blocks as you want
• Unique controls of the builders - spin, roll, aim and move
• Autosave guarantees your progresses is saved
• Use the snapshot feature to take a photo of your creation
• Easy-to-use app for kids with a kid-friendly interface
• Incredible creative possibilities
• Beautiful original graphics
• No rules, stress or time limits – play any way you want
• No third-party advertising
• No in-app purchases
***
Subscribe to our YouTube channel!
http://bit.ly/YouTube_GooglePlay
***
ABOUT TOCA BOCA
At Toca Boca, we believe in the power of play to spark kids’ imaginations and help them learn about the world. We design our products from the kids' perspective to empower kids to be playful, to be creative and to be who they want to be. Our products include award-winning apps that have been downloaded more than 130 million times in 215 countries and offer fun, safe, open-ended play experiences. Learn more about Toca Boca and our products at tocaboca.com.
PRIVACY POLICY
Privacy is an issue that we take very seriously. To learn more about how we work with these matters, please read our privacy policy: http://tocaboca.com/privacy",https://play-lh.googleusercontent.com/g7zqBvQJElw-wR5HgwktnuQko81vvRsNVYByrt5HW5sI78CjI5puAbUor2po_pC-VOg=s180,Everyone,Education,Ages 6-8,$3.99 
Earth Friend,,"Earth Friend is an interesting game that we can play and learn how to protect our earth.
We have Various environmental missions to finish:Garbage sorting, Electric Energy Recycling Station, Eco Cookie Spoon, Solar Car, Plant trees.
What we got:
[Garbage classification]: Connect the same type of garbage and classify it;
[Electricity Recycling Station]: Challenge your rhythm and reaction speed
[Eco Cookie Spoon]: Making a cute cookie spoon
[Solar car]: making a solar car;
[Planting trees]: sowing, watering, accompanying saplings grow up",https://play-lh.googleusercontent.com/VLvE5rUW6QGSln9AZlc5_EZjZAQ4_ZbA4Jn5_cSLNKcbnlBiQ-QHxqaxFuklamvZXEB5=s180,Everyone,Casual,Ages up to 12,
Toca Nature,Rated 4.0 stars out of five stars,"Shape nature and watch it develop. Plant trees and grow a forest. Climb a mountain and enjoy the view. Collect berries, mushrooms or nuts, and feed the different animals. Learn who eats what and discover what it takes to bring out a bear. Walk through different landscapes and become friends with a fox. Capture the moment of woodpeckers zigzagging between trees, and watch the day turn into night.
Find new friends and challenges. Be mesmerized.
Discover the unexpected. End up somewhere far from where you started.
Let us show you the magic of nature!
***
ABOUT TOCA BOCA
At Toca Boca, we believe in the power of play to spark kids’ imaginations and help them learn about the world. We design our products from the kids' perspective to empower kids to be playful, to be creative and to be who they want to be. Our products include award-winning apps that have been downloaded more than 130 million times in 215 countries and offer fun, safe, open-ended play experiences. Learn more about Toca Boca and our products at tocaboca.com.
PRIVACY POLICY
Privacy is an issue that we take very seriously. To learn more about how we work with these matters, please read our privacy policy: http://tocaboca.com/privacy",https://play-lh.googleusercontent.com/bpyDH7NBUP9GQdnvqo7J-GiRuaflFP4HMODgdOKic3KIZXdJ7SXsF99qM_lVBb0WLes=s180,Everyone,Education,Ages 6-8,$3.99 
Toca Hair Salon 3,Rated 4.1 stars out of five stars,"Welcome to Toca Hair Salon 3! Our most popular app series returns, better than ever! What do you feel like creating today — something quirky, pretty or edgy? Choose your character from dozens of looks that you can customize — characters have randomized styles and personalities, which creates endless play opportunities! Grab your tools and get styling!
AMAZINGLY REALISTIC HAIR
The hair in Toca Hair Salon 3 looks and moves like real hair! You can style silky straight hair, bouncy waves, crinkly curls, and for the first time in the Toca Hair Salon series: kinky hair! This super-curly hair type means you can create fluffy 'fros and other natural hairstyles.
AWESOME STYLING TOOLS
No salon would be complete without the right tools!
Basics: Of course you'll find everything for a good wash, including shampoo and a blow dryer. You'll also find scissors, clippers, a razor, a brush and a multipurpose combing tool to use on your client's hair. In case you cut off a little too much, we've brought back our amazing grow tonic to regrow hair — definitely customer pleaser!
Hair types: The electric styling tools let you move between the different hair types to get just the right look.
Braids: Use the brand-new braiding tools for more styling options! You can make thick braids or thin braids!
Beards: Visit the beard station for the best in beard-grooming (or growing!). Lather up with shaving cream, then use scissors, clippers or a razor to get just the right length. Every character can have a beard!
Color: Ready for some color? Toca Hair Salon 3 introduces a more advanced hair color tool with two different cans for different sized sprays. And the new rainbow spray lets you create the most colorful styles you can imagine!
CLOTHES AND ACCESSORIES
Now characters can change into different clothes! Try on new looks to suit that new hair style! Accessorize the look with glasses, caps, headbands and silly stuff. Choose a photo booth background and take a picture to save to your device and share!
FEATURES
- All-new characters with dozens of starter styles
- Straight, wavy, curly and now kinky hair!
- All the tools you need to create the style you want!
- New braiding tool!
- Every character can grow a beard to style
- More advanced hair color tool: Dip-dye and fade hair in any colors you want!
- Change clothes on characters!
- Dozens of new accessories: hats, glasses, jewelry and more
- Change backdrops in the photo booth!
- Snap a picture in the app and share with your friends!
- Gender-neutral aesthetic: Unlike most hairstyling apps, all kids are welcome to play!
- No time limit or high scores — play for as long as you like!
- No third-party advertising
Nothing but endless hours of hairstyling fun awaits with these hair cutting tools and accessories at your disposal! Be the hairstylist of your dreams and give your friends and family a fresh, fun cut that they’ll remember forever.
With no rules or time limit, this hair salon app is perfect for boys and girls of all ages. Any hair cut or hair style is possible, so creatively tap into your imagination and start cutting hair now!
ABOUT TOCA BOCA
At Toca Boca, we believe in the power of play to spark kids’ imaginations and help them learn about the world. We design our products from the kids' perspective to empower kids to be playful, to be creative and to be who they want to be. Our products include award-winning apps that have been downloaded more than 130 million times in 215 countries and offer fun, safe, open-ended play experiences. Learn more about Toca Boca and our products at tocaboca.com.
PRIVACY POLICY
Privacy is an issue that we take very seriously. To learn more about how we work with these matters, please read our privacy policy: http://tocaboca.com/privacy",https://play-lh.googleusercontent.com/cmDkLf9mJpAs7u8NZ3JiR6ZeAAUV2pJJBWpgx64G1JPvzXI3dEcXg2X8C3GT59vZAA=s180,Everyone,Education,Ages 6-8,$3.99 
Toca Hair Salon 2,Rated 4.2 stars out of five stars,"Cut, curl, color and style – any way you want in Toca Hair Salon 2!
Our bestselling Toca Boca app, Toca Hair Salon, is back in an even better version with new characters, new tools, new accessories and even more hairstyling fun!
In this kid-friendly, Toca Boca super-creative kids app, you get to run your very own hair salon, with six fun characters to choose from. Cut hair, color and style hair any way you want, using lots of different hair styling tools – from a simple comb and scissors to a curling iron and a straightener. Trim mustaches, spray mohawks bright pink and give someone the curls they’ve always wanted!
Whoops – did you accidentally snip off too much hair? Make things right with our special tonic G.R.O.W. and then top it all off with hats, glasses and other fun accessories. Once you and your customer are happy with the way they look, don’t forget to take them to the camera booth for a snapshot!
What’s in Toca Boca's - Toca Hair Salon 2?
- 6 completely new characters
- Fun hair makeover tools: razor, curling iron, a crimper and a straightener
- More realistic hair color spray effects – combine to make new shades!
- Accessories: hats, glasses and much more
- Cool photo backdrops
- Smooth and beautiful animations
- Better and more realistic hair styling - make any style you want!
- Support for Android tablets and new Android devices
Other features you’ll recognize from Toca Hair Salon:
✔ Cut and trim hair with the scissors electric hair trimmer
✔ Wash hair with shampoo, shower, and towel
✔ Use the hairdryer to get the right look
✔ 9 hair colors to choose and combine
✔ Lots of accessories for the final touch
✔ Use the magic potion G.R.O.W to make hair grow back again
✔ Characters make fun faces and sounds while you’re styling them
✔ No rules or stress - play any way you want to!
✔ Kid-friendly interface
✔ Available for both Android phones and Android tablets
✔ No third-party advertising
✔ No in-app purchases
Nothing but endless hours of hairstyling fun awaits with these hair cutting tools and accessories at your disposal! Be the hairstylist of your dreams and give your friends and family a fresh, fun cut that they’ll remember forever.
With no rules or time limit, this hair salon app is perfect for boys and girls of all ages. Any hair cut or hair style is possible, so tap into your creative imagination and start cutting hair now!
***
ABOUT TOCA BOCA
At Toca Boca, we believe in the power of play to spark kids’ imaginations and help them learn about the world. We design our products from the kids' perspective to empower kids to be playful, to be creative and to be who they want to be. Our products include award-winning apps that have been downloaded more than 130 million times in 215 countries and offer fun, safe, open-ended play experiences. Learn more about Toca Boca and our products at tocaboca.com.
PRIVACY POLICY
Privacy is an issue that we take very seriously. To learn more about how we work with these matters, please read our privacy policy: http://tocaboca.com/privacy",https://play-lh.googleusercontent.com/FqDRNRh3iltHsRE4Z9XqQjpX60RDlupxsiXj7gq355c5Y8fICZO6GwDFEXKL3Q9Nf0E=s180,Everyone,Education,Ages 6-8,$3.99 
Toca Hair Salon Me,Rated 4.2 stars out of five stars,"Give your friends and family a totally new look! Simply snap a picture and you’re transported to a world of hair-raising fun!
In this new version of the wildly popular Toca Hair Salon series we want you to create the characters!
Toca Hair Salon Me lets you be the customer and the stylist! Curly, straight or purple? Create a funky hairdo any way you like. Grow it long or cut it short, shave one side or spray paint it every color of the rainbow. The possibilities are endless!
Add accessories such as hats, sunglasses and hair clips to top it off. Don’t forget to take a photo and share with friends. Now you can use your own photos as backdrops to complete your style transformation.
Check out what’s new in Toca Hair Salon Me!
- Snap a picture of your friends to create their new hairstyle
- Or use a photo from your camera roll
- Tons of fun new accessories from mustaches to hats
- Even more hair colors to choose from
- Create photo backgrounds from your own pictures
And all the features you already love:
- Use G.R.O. to make short hair long again
- Lather, rinse & blow-dry
- Use tools to curl, straighten, crimp, shave & trim
- Characters make fun faces and sounds while you style them
- No rules or stress – play any way you want to!
- Kid-friendly interface
- No third-party advertising
- No in-app purchases
Endless hours of hairstyling fun awaits with hair cutting tools and accessories at ready to play with! Be a hairstylist and give your friends and family a crazy, fun or cool haircut that they’ll love.
With no rules or time limit, kids of all ages will love this hair salon app. Any hair cut or hair style is possible, so tap into your creativity and let your imagination run wild!
***
ABOUT TOCA BOCA
At Toca Boca, we believe in the power of play to spark kids’ imaginations and help them learn about the world. We design our products from the kids' perspective to empower kids to be playful, to be creative and to be who they want to be. Our products include award-winning apps that have been downloaded more than 130 million times in 215 countries and offer fun, safe, open-ended play experiences. Learn more about Toca Boca and our products at tocaboca.com.
PRIVACY POLICY
Privacy is an issue that we take very seriously. To learn more about how we work with these matters, please read our privacy policy: http://tocaboca.com/privacy",https://play-lh.googleusercontent.com/gcLzxdlzTZapAHdbA1tDEA3bI29hJ2HTu3zqVSDtaFE-krXy3ajAvyro4A-5dPPgcA=s180,Everyone,Education,Ages 6-8,$3.99 
Townscaper,Rated 4.5 stars out of five stars,"Build quaint island towns with curvy streets. Build small hamlets, soaring cathedrals, canal networks, or sky cities on stilts. Block by block.
No goal. No real gameplay. Just plenty of building and plenty of beauty. That's it.
Townscaper is an experimental passion project. More of a toy than a game. Pick colors from the palette, plop down colored blocks of house on the irregular grid, and watch Townscaper's underlying algorithm automatically turn those blocks into cute little houses, arches, stairways, bridges and lush backyards, depending on their configuration.",https://play-lh.googleusercontent.com/6xx7BcLW-vxz1ASstjKpsPY9NUU3UjXmnlPrYUKyGnPtB7WfNpQBaCmbUQThlmWtiw8F=s180,Everyone,Casual,All ages,$4.99 
Toca Mystery House,Rated 3.9 stars out of five stars,"There’s a strange house on a strange street in a strange part of town. Most people are scared of it, but I want to sneak inside.
There are so many rumors, I don’t know what to believe
Some kids say the top floor glows at night and that crazy aliens live up there. Some say that strange experiments are going on in the living room. One kid I know absolutely swears they heard weird music coming from the basement. Can a house sing? I’ve also talked to kids who say the entire kitchen is covered in slime. Even my best friend, who never believes anything, told me the house is alive!
I had to see for myself
I did, I swear. I peeked inside last week. First, I made sure no one was around. Then I got on my tiptoes and spied in the kitchen window. I saw just the edge of the fridge. I think I saw some kind of gooshy red stuff oozing out of it, but I’m not really sure. Then I heard creepy rumbling sounds coming from the basement. It totally freaked me out and yup, I admit it, I sprinted all the way home.
But I’m just so curious, I can’t help myself. I think I’ll be going back. I want to go inside. I could really use a partner, though. Seriously, will you come with me?
About Us:
At Toca Boca, we believe in the power of play to spark kids’ imaginations and help them learn about the world. We design our products from the kids' perspective to empower kids to be playful, to be creative and to be who they want to be. Our products include award-winning apps that have been downloaded more than 200 million times in 215 countries and offer fun, safe, open-ended play experiences. Learn more about Toca Boca and our products at tocaboca.com.
Privacy Policy:
Privacy is an issue that we take very seriously. To learn more about how we work with these matters, please read our privacy policy: https://tocaboca.com/privacy",https://play-lh.googleusercontent.com/mRmHRLzfNNl_IXzHnI-q3xNOrq0rcNJJ9awpaKQibBwQ7RMub6zI8_D89_y99R1QI5cR=s180,Everyone,Educational,Ages 6-8,$3.99 
Pango Build City: kids 3-8,Rated 4.1 stars out of five stars,"A world to build at the tip of your fingers!
Start by BUILDING a TRACK with roads and rails.
Next organize a CITY with its walls, buildings and trees.
All you have to do is EXPLORE the fascinating city you've imagined.
Thanks to you, Pango and his friends will take turns as the firefighter, grocer, postman or doctor.
They travel by train or car, visit big monuments like the Eiffel Tower and return home to sleep in the evening.
You can be PROUD of the city you've imagined!
With PANGO BUILD City, your child builds and rebuilds in complete freedom.
It gives free rein to children's creativity, drives their logical thinking and motor skills.
A game with positive repercussions for BETTER GROWTH!
For smaller children, PANGO BUILD adapts by proposing 3 pre-built cities.
The child starts by MANIPULATING and EXPLORING the universe.
Little by little, the child can MODIFY the cities before embarking on the grand adventure of BUILDING on a blank slate.
With PANGO, use your IMAGINATION!
To know more: http://www.studio-pango.com
FEATURES
- BUILD a track
- ORGANISE a city
- EXPLORE that universe and PLAY with Pango and his friends.
- Save the cities that YOU'VE imagined.
- A BUILDING game that lets children flourish and grow FREELY.
- A game that EVOLVES with pre build cities for the smallest children to use.
- Perfect for children 3 or older
- A simple, functional application
- Internal parental control
- No in-game purchases and no invasive advertising",https://play-lh.googleusercontent.com/jzO2YurhS_DygsdWcg5EK8bBKaIIcyu8AfdD-tcTrk4tq9zzZXQiz-xXIV1P5M8BlQ=s180,Everyone,Educational,Ages up to 12,$2.99 
Pony Style Box,Rated 4.9 stars out of five stars,"Pony Style Box is an incredibly fun and creative app to dress-up and style your very own pony in thousands of different ways!
You can choose between 5 different ponies, make crazy haircuts like in a hair salon, dress and saddle them up, take pictures and watch their amazing animations and special effects! Every pony has its own character, dance moves and surprises.
Let your creativity blossom! Use different colors, add accessories, hairspray, nail varnish and stickers as well as hairpins, stars, hearts and bridles. And save your most creative and amazing ponies in your very own gallery.
Enjoy this fun, surprising, crazy and lovely App!
If you experience any trouble with the App or have any questions or comments, please don't hesitate to contact us any time: contact@foxandsheep.com. We´d love to help you out. Please also visit our website www.foxandsheep.com for more information and support.
About Fox & Sheep:
We are a Studio in Berlin and develop high quality apps for kids at the age of 2-8 years. We are parents ourselves and work passionately and with a lot of commitment on our products. We work with the best illustrators and animators around the world to create and present the best apps possible – to enrich the lives of our and your kids.",https://play-lh.googleusercontent.com/69AyuXYFX68rK9LbBjj9DiahfSRcVf3mCtha9nwqODkMGkdCdHJ5XFYWiZKhFeX2NgY=s180,Everyone,Entertainment,Ages up to 12,$3.99 
Pango Build Safari : kids 3-8,Rated 3.8 stars out of five stars,"Create a piece of nature and embark on an unforgettable safari trip!
Draw a savannah with its tall grass and water.
Then organize your animal park with its wild animals, lodges and giant baobab trees.
All that's left to do now is go on an expedition to discover the magic of the place you've created!
Thanks to you, Pango and his friends can take pictures of wild animals and follow them in an SUV or minibus. To refresh themselves, they'll dive into a waterfall and take advantage of the shade of giant trees to slide, trampoline or swing. Once night falls, they'll choose a place to sleep before dancing around a very festive campfire.
You can be proud of the extraordinary savannah you've imagined!
With PANGO BUILD Safari, your child is free to build and rebuild.
It gives free rein to children's creativity, and drives their logical thinking and motor skills.
A game with positive repercussions for BETTER GROWTH!
For the little ones, PANGO BUILD Safari adapts and offers pre-built safari levels.
The child starts by MANIPULATING and EXPLORING the universe.
Little by little, the child can MODIFY the cities before embarking on the grand adventure of BUILDING on a blank slate.
Use your IMAGINATION with PANGO!
Find out more at: http://www.studio-pango.com
FEATURES
- DRAW a savannah
- ORGANIZE your safari
- EXPLORE that universe and PLAY with Pango and his friends.
- Take pictures of the animals as if you were there
- Save the safaris you've imagined
- A BUILDING game that lets children flourish and grow FREELY.
- An evolving game with pre-built safaris for the smallest kids
- Perfect for children aged 3 and up
- A simple, functional application
- Internal parental control
- No in-game purchases and no invasive advertising",https://play-lh.googleusercontent.com/HZw1r-LINwlqqoIxDGGn16661OOD5Sukgz9hBfYiHrRjJH45VpBHradMHJg_jbpTbwU=s180,Everyone,Simulation,Ages up to 12,$2.99 
Hoopa City 2,Rated 4.2 stars out of five stars,"Build the city of your dreams with Dr. Panda!
Dr. Panda City is bigger and better than ever! Create a thriving metropolis with sky-high apartments and shopping malls, or a paradise beach retreat with harbors over sparkling waters!
BUILD THE CITY OF YOUR DREAMS!
Build and explore with Dr. Panda a beautiful 3D world! Combine 8 different world-building elements to make train tracks, homes, shops, airports and more!
DISCOVER, EXPERIMENT AND UNLOCK!
Each building takes a special combination to discover and unlock, so you have the freedom to experiment and build in any way you want! Can you find all of the secret combinations?
SO MANY WAYS TO PLAY IN YOUR CITY!
Explore as you play inside of every building. Go shopping in the mall, get married at the City Hall or ride on a dinosaur in the museum!
Dr. Panda City 2 is designed with kids in mind, but people of all ages can play and have fun!
KEY FEATURES:
● Build bigger than ever in full 3D!
● Tap, rotate and pinch to zoom to see your city from all different angles.
● Experiment with 8 world-building elements to discover and unlock over 60 buildings!
● Explore the inside of buildings and play with the surroundings
● Dress-up your citizens with fun clothes and accessories!
● Switch between Night and Day Mode and watch your city light up!
● Hoopa's Building Book will keep track of what you've unlocked and how to build it.
● Save over 20 cities, so you can always try something new!
Privacy Policy
As a designer of kids’ games, we understand how important privacy is in this modern, digital world. You can read our privacy policy here: http://www.drpanda.com/privacy
About Dr. Panda
Dr. Panda is a developer of games for kids. We develop games with educational values that help kids learn about the world. All of our games are safe and do not contain inappropriate content.
If you’d like to know more about us and how we design games for kids, visit our website www.drpanda.com/about. If you have any questions, feel free to send us an email at support@drpanda.com or contact us on Facebook (www.facebook.com/drpandagames) or Twitter (www.twitter.com/drpandagames) or Instagram (www.instagram.com/drpandagames).",https://play-lh.googleusercontent.com/4PDy2Fz-XgZc_drz0dd6Vqb5WlsXpmAP3U-PPhgKgAklFgFjLMDy-q9y1f73C4hGSA=s180,Everyone,Simulation,Ages up to 12,$3.99 
